367	30.8
368	33.3
369	31.5
370	29.7
371	29
372	31.3
373	32.5
374	33.5
375	29.4
376	31.8
377	32.9
378	32.3
379	31.2
380	30.9
381	29.6
382	33.5
383	36.6
384	29.7
385	27.3
386	26.5
387	26.8
388	29.1
389	26.1
390	30.4
391	33.5
392	31.1
393	28.4
394	32
395	31.8
396	32.6
397	33.6
398	33.9
399	34.9
400	31.4
401	32.8
402	29.2
403	31.8
404	30.3
405	30.4
406	27.1
407	38.4
408	32.1
409	33.9
410	35.8
411	35
412	30.3
413	28.2
414	30.9
415	33.5
416	35.9
417	33.3
418	30.8
419	29.6
420	31.7
421	35.8
422	30.3
423	32.7
424	32.7
425	29.9
426	29.2
427	33.1
428	32.2
429	32.2
430	29.3
431	29.6
432	30.3
433	31.3
434	32.6
435	33.1
436	28.5
437	29.8
438	32.5
439	32
440	33.3
441	29.7
442	32
443	31.5
444	32.9
445	31.3
446	29.6
447	29.2
448	29.8
449	35.2
450	29.4
451	29
452	33.6
453	30.9
454	29.9
455	28.7
456	30.3
457	31.4
458	32.1
459	33.3
460	33.8
461	30.2
462	26.2
463	30.1
464	25.7
465	25
466	33
467	29.7
468	26
469	28.1
470	31.7
471	30
472	32.7
473	31.6
474	31.9
475	29.7
476	32.5
477	33.8
478	31.6
479	32.5
480	32.5
481	32.8
482	33.1
483	28.9
484	36.6
485	32.8
486	35.7
487	32.3
488	35
489	32.5
490	35.7
491	33.7
492	30.6
493	32.2
494	30.1
495	30.7
496	28.8
497	30.2
498	33
499	30.3
500	28.5
501	32.5
502	30.6
503	28.9
504	31.5
505	30.8
506	28.6
507	34.9
508	29.3
509	31.1
510	28
511	31.2
512	31.1
513	28.3
514	33.3
515	31.8
516	33.2
517	32.5
518	33
519	30
520	34.6
521	29.6
522	33.3
523	30.1
524	34.1
525	34.2
526	33.4
527	29.1
528	35.6
529	34.6
530	33.7
531	35.4
532	33
533	32.1
534	30.3
535	29.1
536	28.8
537	31.7
538	30
539	29.9
540	30
541	30.1
542	31.3
543	31.6
544	31.5
545	31.6
546	37
547	31.7
548	33.6
549	33.3
550	35
551	33.9
552	29
553	31.5
554	28.6
555	31.5
556	30.2
557	32.4
558	31.3
559	32.3
560	32.5
561	30.3
562	33.3
563	34.3
564	32.7
565	30.7
566	30.8
567	29.3
568	32.4
569	31.5
570	32
571	29.8
572	33
573	32.5
574	30.8
575	31.1
576	32.1
577	33.7
578	32
579	32.1
580	30.6
581	29.8
582	30.5
583	32.3
584	29.1
585	34
586	32
587	36.3
588	35
589	34
590	29.8
591	32
592	31.6
593	29.5
594	31.3
595	32.6
596	33.1
597	32.1
598	31.7
599	32.1
600	31.1
601	31.9
602	32.5
603	32.7
604	29
605	27.4
606	31
607	31.8
608	28.6
609	29.5
610	28.4
611	29
612	31.5
613	26.3
614	27.5
615	31.2
616	35.2
617	32.9
618	31.5
619	36.1
620	33.8
621	34.5
622	31
623	35
624	33.8
625	33.2
626	35.4
627	33.2
628	30.8
629	32.8
630	37.5
631	35.2
632	35.9
633	39.5
634	31.1
635	27.4
636	28.3
637	27.8
638	28.9
639	28
640	32.2
641	30.8
642	32.6
643	34.6
644	35.3
645	34.4
646	35.6
647	33.7
648	37.6
649	33.9
650	30.9
651	32
652	35.8
653	35.7
654	32.9
655	31.5
656	30.9
657	28.5
658	28.8
659	27.6
660	29.5
661	29.8
662	29.2
663	28.5
664	31.3
665	29.3
666	26.3
667	29.2
668	28
669	33.8
670	30.8
671	33.8
672	29.8
673	29.1
674	33.2
675	33.3
676	30.9
677	30.6
678	32.9
679	27.9
680	32
681	33.2
682	35.5
683	32.1
684	33.5
685	29.9
686	32.5
687	31.8
688	34.8
689	31.7
690	32.9
691	34.3
692	37.9
693	38.2
694	37.1
695	32
696	30.7
697	33.1
698	35.2
699	34.6
700	31.8
701	33.8
702	33.7
703	30.7
704	33.3
705	31.3
706	34.4
707	29.6
708	34.1
709	30.9
710	30
711	34.9
712	30.3
713	29.3
714	28.7
715	34
716	28.5
717	29.8
718	29.7
719	35.4
720	32.3
721	32.8
722	33.2
723	32.6
724	31.3
725	32.8
726	33.4
727	29.2
728	28
729	31.7
730	30.6
731	34.1
732	30.3
733	32
734	32.6
735	35.9
736	32.5
737	30
738	33.4
739	39
740	34.2
741	31.7
742	30.6
743	32.5
744	30.5
745	29.8
746	30.6
747	31.7
748	31.6
749	30.9
750	34
751	33
752	31
753	29
754	31.6
755	34.8
756	30.4
757	29.7
758	31.8
759	34.4
760	28.9
761	32.7
762	33.8
763	33.7
764	32.4
765	32.4
766	29.3
767	36.5
768	31.7
769	33
770	31.9
771	29.5
772	33.2
773	30.2
774	30.9
775	33.9
776	31.8
777	30.8
778	32.2
779	31.9
780	28.4
781	30.4
782	30.6
783	33.6
784	31.5
785	35.9
786	33
787	33.3
788	31.8
789	30.5
790	27.7
791	29
792	30
793	33
794	32.7
795	32
796	30.2
797	30.2
798	32.3
799	26.8
800	33.6
801	30.3
802	32.6
803	27.6
804	31.6
805	29.6
806	30
807	27.1
808	32.5
809	27.3
810	29.7
811	30.6
812	31.7
813	29.4
814	33.7
815	33.8
816	28.6
817	32.1
818	30.7
819	31.2
820	31.4
821	31
822	29.3
823	31.9
824	31.7
825	33.1
826	33.8
827	31.6
828	30.6
829	32.6
830	28.9
831	28.3
832	33.4
833	27.6
834	28.7
835	31.9
836	31.3
837	33.7
838	32.5
839	34.4
840	33.3
841	33.5
842	35.4
843	27.1
844	30.7
845	35.8
846	35.2
847	30.4
848	29.4
849	31.8
850	31.9
851	31.2
852	29.3
853	32.9
854	30
855	32.3
856	33.3
857	32.4
858	29.7
859	32.9
860	31.1
861	30.8
862	31.2
863	31.5
864	33.8
865	31.4
866	34.9
867	31.4
868	30.1
869	30.8
870	31.8
871	34.3
872	32.2
873	32.5
874	28.6
875	27.9
876	32.2
877	33
878	32
879	33.3
880	31.1
881	30.5
882	31
883	30.7
884	32.3
885	31.5
886	28.7
887	32
888	30
889	30
890	26.7
891	30.5
892	31.2
893	31.6
894	29.6
895	29
896	31.1
897	30.3
898	27.8
899	30.8
900	30.1
901	32.4
902	28.9
903	31
904	34.3
905	35.5
906	31.7
907	32.3
908	32.2
909	30.1
910	28.9
911	32.2
912	31.6
913	34.3
914	28.5
915	30.4
916	32.4
917	32
918	34.3
919	35.8
920	30.2
921	32.2
922	30.8
923	31.7
924	29.3
925	36.6
926	31.7
927	30.7
928	27
929	30.3
930	29.6
931	29.7
932	29.8
933	31.7
934	26.2
935	32.4
936	30.1
937	33
938	31.9
939	30.6
940	29.7
941	29.8
942	32.6
943	30.9
944	31.2
945	30.4
946	32.1
947	26.8
948	27.8
949	31.1
950	30.1
951	30.1
952	26.1
953	27
954	24.2
955	27.9
956	30
957	25.2
958	30.8
959	35
960	31.6
961	27.8
962	28.4
963	32
964	28.9
965	31.7
966	35.6
967	31.1
968	34
969	30.7
970	33.7
971	29.3
972	31.3
973	33.3
974	33.2
975	30.4
976	33.4
977	32.3
978	31.3
979	29.7
980	31.1
981	29.8
982	30.4
983	32.6
984	33.3
985	31.2
986	30.3
987	31.4
988	32.5
989	31
990	32.6
991	33.4
992	34
993	34.7
994	34.1
995	33.8
996	33.2
997	32.7
998	36.6
999	37
1000	34.4
